id,location,fault_severity,severity_type,event_type,log_feature,resource_type,text_for_ai
14171,location 17,0,severity_type 1,"event_type 11, event_type 32","feature 170, feature 54, feature 280",resource_type 8,"Incident 14171 à location 17. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 170, feature 54, feature 280], Événements [event_type 11, event_type 32], Ressource [resource_type 8]."
6337,location 1107,2,severity_type 1,"event_type 11, event_type 15","feature 82, feature 193, feature 203, feature 71",resource_type 8,"Incident 6337 à location 1107. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 82, feature 193, feature 203, feature 71], Événements [event_type 11, event_type 15], Ressource [resource_type 8]."
12080,location 135,0,severity_type 2,"event_type 35, event_type 34","feature 232, feature 312, feature 233, feature 313",resource_type 2,"Incident 12080 à location 135. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 232, feature 312, feature 233, feature 313], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
16429,location 1107,2,severity_type 1,"event_type 15, event_type 11","feature 203, feature 82, feature 193, feature 71",resource_type 8,"Incident 16429 à location 1107. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 203, feature 82, feature 193, feature 71], Événements [event_type 15, event_type 11], Ressource [resource_type 8]."
5468,location 1011,1,severity_type 1,event_type 29,"feature 132, feature 217",resource_type 9,"Incident 5468 à location 1011. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 132, feature 217], Événements [event_type 29], Ressource [resource_type 9]."
1144,location 734,2,severity_type 1,"event_type 11, event_type 15","feature 71, feature 82, feature 193, feature 203",resource_type 8,"Incident 1144 à location 734. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 71, feature 82, feature 193, feature 203], Événements [event_type 11, event_type 15], Ressource [resource_type 8]."
2368,location 494,0,severity_type 1,"event_type 20, event_type 36, event_type 11","feature 134, feature 237, feature 181, feature 29, feature 117, feature 219","resource_type 2, resource_type 8","Incident 2368 à location 494. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 134, feature 237, feature 181, feature 29, feature 117, feature 219], Événements [event_type 20, event_type 36, event_type 11], Ressource [resource_type 2, resource_type 8]."
18219,location 484,0,severity_type 2,"event_type 34, event_type 35","feature 235, feature 230, feature 232, feature 310, feature 309, feature 312, feature 314, feature 315",resource_type 2,"Incident 18219 à location 484. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 235, feature 230, feature 232, feature 310, feature 309, feature 312, feature 314, feature 315], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
8951,location 505,0,severity_type 2,"event_type 34, event_type 35","feature 312, feature 315, feature 235, feature 313, feature 233, feature 232",resource_type 2,"Incident 8951 à location 505. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 315, feature 235, feature 313, feature 233, feature 232], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
2275,location 144,1,severity_type 2,"event_type 35, event_type 34","feature 232, feature 307, feature 227, feature 312",resource_type 2,"Incident 2275 à location 144. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 232, feature 307, feature 227, feature 312], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
10275,location 803,1,severity_type 1,event_type 11,"feature 170, feature 54, feature 68",resource_type 8,"Incident 10275 à location 803. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 170, feature 54, feature 68], Événements [event_type 11], Ressource [resource_type 8]."
11112,location 957,1,severity_type 1,event_type 11,"feature 202, feature 81",resource_type 8,"Incident 11112 à location 957. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 202, feature 81], Événements [event_type 11], Ressource [resource_type 8]."
10548,location 1107,0,severity_type 1,"event_type 15, event_type 11","feature 203, feature 82, feature 193, feature 201, feature 71, feature 80",resource_type 8,"Incident 10548 à location 1107. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 203, feature 82, feature 193, feature 201, feature 71, feature 80], Événements [event_type 15, event_type 11], Ressource [resource_type 8]."
5599,location 1111,1,severity_type 1,event_type 11,"feature 54, feature 68, feature 170",resource_type 8,"Incident 5599 à location 1111. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 54, feature 68, feature 170], Événements [event_type 11], Ressource [resource_type 8]."
8087,location 684,2,severity_type 1,"event_type 11, event_type 15","feature 82, feature 203, feature 193, feature 71",resource_type 8,"Incident 8087 à location 684. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 82, feature 203, feature 193, feature 71], Événements [event_type 11, event_type 15], Ressource [resource_type 8]."
7827,location 734,0,severity_type 2,event_type 15,"feature 193, feature 82, feature 71, feature 80, feature 63",resource_type 8,"Incident 7827 à location 734. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 193, feature 82, feature 71, feature 80, feature 63], Événements [event_type 15], Ressource [resource_type 8]."
1867,location 242,0,severity_type 2,"event_type 35, event_type 34","feature 312, feature 232, feature 234, feature 314, feature 229, feature 309",resource_type 2,"Incident 1867 à location 242. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 232, feature 234, feature 314, feature 229, feature 309], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
10837,location 755,0,severity_type 1,event_type 11,"feature 55, feature 171",resource_type 8,"Incident 10837 à location 755. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 55, feature 171], Événements [event_type 11], Ressource [resource_type 8]."
1397,location 407,0,severity_type 4,event_type 35,feature 312,resource_type 2,"Incident 1397 à location 407. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312], Événements [event_type 35], Ressource [resource_type 2]."
12126,location 1100,2,severity_type 2,event_type 15,"feature 203, feature 82",resource_type 8,"Incident 12126 à location 1100. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 203, feature 82], Événements [event_type 15], Ressource [resource_type 8]."
14142,location 506,0,severity_type 2,"event_type 35, event_type 34","feature 313, feature 232, feature 233, feature 312",resource_type 2,"Incident 14142 à location 506. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 313, feature 232, feature 233, feature 312], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
17764,location 808,0,severity_type 1,"event_type 15, event_type 11","feature 71, feature 52, feature 193, feature 168",resource_type 8,"Incident 17764 à location 808. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 71, feature 52, feature 193, feature 168], Événements [event_type 15, event_type 11], Ressource [resource_type 8]."
12812,location 925,0,severity_type 1,event_type 11,feature 170,resource_type 8,"Incident 12812 à location 925. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 170], Événements [event_type 11], Ressource [resource_type 8]."
17199,location 475,0,severity_type 2,"event_type 34, event_type 35","feature 307, feature 227, feature 314, feature 234, feature 232, feature 312",resource_type 2,"Incident 17199 à location 475. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 307, feature 227, feature 314, feature 234, feature 232, feature 312], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
15532,location 220,1,severity_type 2,"event_type 34, event_type 35","feature 232, feature 312, feature 307, feature 227",resource_type 2,"Incident 15532 à location 220. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 232, feature 312, feature 307, feature 227], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
7932,location 637,0,severity_type 1,event_type 20,"feature 219, feature 134",resource_type 2,"Incident 7932 à location 637. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 219, feature 134], Événements [event_type 20], Ressource [resource_type 2]."
12736,location 836,0,severity_type 1,event_type 11,"feature 109, feature 73, feature 195",resource_type 8,"Incident 12736 à location 836. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 109, feature 73, feature 195], Événements [event_type 11], Ressource [resource_type 8]."
2770,location 1100,2,severity_type 1,"event_type 11, event_type 15","feature 203, feature 82, feature 56, feature 172, feature 105, feature 71, feature 193",resource_type 8,"Incident 2770 à location 1100. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 203, feature 82, feature 56, feature 172, feature 105, feature 71, feature 193], Événements [event_type 11, event_type 15], Ressource [resource_type 8]."
466,location 937,1,severity_type 1,event_type 11,"feature 54, feature 170",resource_type 8,"Incident 466 à location 937. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 54, feature 170], Événements [event_type 11], Ressource [resource_type 8]."
5786,location 314,0,severity_type 4,event_type 35,feature 312,resource_type 2,"Incident 5786 à location 314. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312], Événements [event_type 35], Ressource [resource_type 2]."
3765,location 1010,0,severity_type 2,event_type 11,feature 73,resource_type 8,"Incident 3765 à location 1010. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 73], Événements [event_type 11], Ressource [resource_type 8]."
2239,location 638,0,severity_type 1,event_type 50,"feature 374, feature 289",resource_type 2,"Incident 2239 à location 638. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 374, feature 289], Événements [event_type 50], Ressource [resource_type 2]."
11918,location 276,1,severity_type 2,"event_type 35, event_type 34","feature 312, feature 232",resource_type 2,"Incident 11918 à location 276. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 312, feature 232], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
2402,location 760,1,severity_type 1,event_type 11,"feature 170, feature 54",resource_type 8,"Incident 2402 à location 760. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 170, feature 54], Événements [event_type 11], Ressource [resource_type 8]."
576,location 322,0,severity_type 2,"event_type 34, event_type 35","feature 312, feature 232",resource_type 2,"Incident 576 à location 322. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 232], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
7188,location 124,0,severity_type 2,"event_type 34, event_type 35","feature 235, feature 232, feature 312, feature 233, feature 313, feature 315",resource_type 2,"Incident 7188 à location 124. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 235, feature 232, feature 312, feature 233, feature 313, feature 315], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
9460,location 885,0,severity_type 1,event_type 11,"feature 195, feature 73",resource_type 8,"Incident 9460 à location 885. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 195, feature 73], Événements [event_type 11], Ressource [resource_type 8]."
16691,location 979,0,severity_type 1,event_type 11,"feature 73, feature 195",resource_type 8,"Incident 16691 à location 979. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 73, feature 195], Événements [event_type 11], Ressource [resource_type 8]."
5773,location 707,0,severity_type 1,"event_type 11, event_type 26, event_type 15","feature 349, feature 193, feature 71, feature 276","resource_type 9, resource_type 8","Incident 5773 à location 707. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 349, feature 193, feature 71, feature 276], Événements [event_type 11, event_type 26, event_type 15], Ressource [resource_type 9, resource_type 8]."
17767,location 618,0,severity_type 1,"event_type 23, event_type 11","feature 54, feature 306","resource_type 8, resource_type 7","Incident 17767 à location 618. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 54, feature 306], Événements [event_type 23, event_type 11], Ressource [resource_type 8, resource_type 7]."
16222,location 600,2,severity_type 2,event_type 15,"feature 82, feature 203",resource_type 8,"Incident 16222 à location 600. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 82, feature 203], Événements [event_type 15], Ressource [resource_type 8]."
10045,location 875,1,severity_type 1,event_type 11,"feature 202, feature 81",resource_type 8,"Incident 10045 à location 875. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 202, feature 81], Événements [event_type 11], Ressource [resource_type 8]."
813,location 737,0,severity_type 1,event_type 11,"feature 42, feature 157",resource_type 8,"Incident 813 à location 737. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 42, feature 157], Événements [event_type 11], Ressource [resource_type 8]."
9123,location 691,0,severity_type 2,"event_type 23, event_type 11","feature 306, feature 75","resource_type 7, resource_type 8","Incident 9123 à location 691. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 306, feature 75], Événements [event_type 23, event_type 11], Ressource [resource_type 7, resource_type 8]."
883,location 1030,0,severity_type 2,event_type 11,feature 54,resource_type 8,"Incident 883 à location 1030. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 54], Événements [event_type 11], Ressource [resource_type 8]."
6044,location 613,0,severity_type 1,"event_type 11, event_type 15","feature 82, feature 203, feature 71",resource_type 8,"Incident 6044 à location 613. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 82, feature 203, feature 71], Événements [event_type 11, event_type 15], Ressource [resource_type 8]."
8891,location 695,0,severity_type 1,event_type 11,"feature 73, feature 195",resource_type 8,"Incident 8891 à location 695. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 73, feature 195], Événements [event_type 11], Ressource [resource_type 8]."
797,location 126,0,severity_type 2,"event_type 34, event_type 35","feature 227, feature 233, feature 312, feature 315, feature 235, feature 307, feature 232, feature 313",resource_type 2,"Incident 797 à location 126. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 227, feature 233, feature 312, feature 315, feature 235, feature 307, feature 232, feature 313], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
9100,location 629,0,severity_type 1,event_type 20,"feature 134, feature 219",resource_type 2,"Incident 9100 à location 629. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 134, feature 219], Événements [event_type 20], Ressource [resource_type 2]."
14921,location 610,0,severity_type 1,event_type 20,"feature 219, feature 134",resource_type 2,"Incident 14921 à location 610. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 219, feature 134], Événements [event_type 20], Ressource [resource_type 2]."
7789,location 889,1,severity_type 1,"event_type 11, event_type 20","feature 219, feature 171, feature 55, feature 51, feature 134, feature 68, feature 167","resource_type 8, resource_type 2","Incident 7789 à location 889. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 219, feature 171, feature 55, feature 51, feature 134, feature 68, feature 167], Événements [event_type 11, event_type 20], Ressource [resource_type 8, resource_type 2]."
17172,location 899,1,severity_type 1,"event_type 44, event_type 50, event_type 43, event_type 42","feature 283, feature 368, feature 291, feature 376, feature 374, feature 375",resource_type 2,"Incident 17172 à location 899. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 283, feature 368, feature 291, feature 376, feature 374, feature 375], Événements [event_type 44, event_type 50, event_type 43, event_type 42], Ressource [resource_type 2]."
8045,location 465,0,severity_type 2,"event_type 34, event_type 35","feature 312, feature 232",resource_type 2,"Incident 8045 à location 465. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 232], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
18061,location 821,1,severity_type 1,"event_type 15, event_type 11","feature 82, feature 71, feature 193, feature 203",resource_type 8,"Incident 18061 à location 821. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 82, feature 71, feature 193, feature 203], Événements [event_type 15, event_type 11], Ressource [resource_type 8]."
11636,location 989,0,severity_type 1,event_type 11,"feature 54, feature 68, feature 87",resource_type 8,"Incident 11636 à location 989. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 54, feature 68, feature 87], Événements [event_type 11], Ressource [resource_type 8]."
11884,location 97,1,severity_type 2,"event_type 35, event_type 34","feature 312, feature 313, feature 227, feature 307, feature 232, feature 233",resource_type 2,"Incident 11884 à location 97. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 312, feature 313, feature 227, feature 307, feature 232, feature 233], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
12873,location 476,0,severity_type 2,"event_type 34, event_type 35","feature 232, feature 312",resource_type 2,"Incident 12873 à location 476. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 232, feature 312], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
16588,location 1029,0,severity_type 1,event_type 20,"feature 219, feature 134",resource_type 2,"Incident 16588 à location 1029. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 219, feature 134], Événements [event_type 20], Ressource [resource_type 2]."
16742,location 814,0,severity_type 2,event_type 11,"feature 191, feature 70",resource_type 8,"Incident 16742 à location 814. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 191, feature 70], Événements [event_type 11], Ressource [resource_type 8]."
7830,location 135,0,severity_type 2,"event_type 34, event_type 35","feature 233, feature 313, feature 232, feature 312",resource_type 2,"Incident 7830 à location 135. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 233, feature 313, feature 232, feature 312], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
3061,location 846,2,severity_type 1,"event_type 11, event_type 15","feature 82, feature 203",resource_type 8,"Incident 3061 à location 846. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 82, feature 203], Événements [event_type 11, event_type 15], Ressource [resource_type 8]."
2671,location 256,0,severity_type 2,"event_type 35, event_type 34","feature 312, feature 232",resource_type 2,"Incident 2671 à location 256. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 232], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
146,location 505,0,severity_type 2,"event_type 35, event_type 34","feature 232, feature 233, feature 312, feature 313",resource_type 2,"Incident 146 à location 505. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 232, feature 233, feature 312, feature 313], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
13794,location 678,1,severity_type 1,event_type 11,"feature 171, feature 55",resource_type 8,"Incident 13794 à location 678. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 171, feature 55], Événements [event_type 11], Ressource [resource_type 8]."
8062,location 102,0,severity_type 2,"event_type 34, event_type 35","feature 314, feature 313, feature 308, feature 312, feature 228, feature 315, feature 233, feature 310, feature 230, feature 234, feature 232",resource_type 2,"Incident 8062 à location 102. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 314, feature 313, feature 308, feature 312, feature 228, feature 315, feature 233, feature 310, feature 230, feature 234, feature 232], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
11674,location 812,0,severity_type 1,"event_type 10, event_type 11","feature 150, feature 171, feature 35, feature 39, feature 55","resource_type 8, resource_type 3","Incident 11674 à location 812. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 150, feature 171, feature 35, feature 39, feature 55], Événements [event_type 10, event_type 11], Ressource [resource_type 8, resource_type 3]."
4232,location 1107,2,severity_type 2,event_type 15,"feature 71, feature 203, feature 193, feature 82",resource_type 8,"Incident 4232 à location 1107. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 71, feature 203, feature 193, feature 82], Événements [event_type 15], Ressource [resource_type 8]."
18528,location 1042,2,severity_type 2,event_type 15,"feature 82, feature 203",resource_type 8,"Incident 18528 à location 1042. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 82, feature 203], Événements [event_type 15], Ressource [resource_type 8]."
6115,location 242,0,severity_type 1,"event_type 34, event_type 35, event_type 20","feature 229, feature 309, feature 234, feature 301, feature 312, feature 221, feature 314, feature 219, feature 232",resource_type 2,"Incident 6115 à location 242. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 229, feature 309, feature 234, feature 301, feature 312, feature 221, feature 314, feature 219, feature 232], Événements [event_type 34, event_type 35, event_type 20], Ressource [resource_type 2]."
8138,location 495,0,severity_type 2,"event_type 35, event_type 34","feature 309, feature 312, feature 307, feature 232, feature 228, feature 308, feature 229",resource_type 2,"Incident 8138 à location 495. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 309, feature 312, feature 307, feature 232, feature 228, feature 308, feature 229], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
10069,location 885,1,severity_type 1,event_type 11,"feature 70, feature 191, feature 81, feature 202",resource_type 8,"Incident 10069 à location 885. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 70, feature 191, feature 81, feature 202], Événements [event_type 11], Ressource [resource_type 8]."
17414,location 1008,0,severity_type 2,event_type 15,"feature 80, feature 203, feature 82",resource_type 8,"Incident 17414 à location 1008. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 80, feature 203, feature 82], Événements [event_type 15], Ressource [resource_type 8]."
1101,location 465,0,severity_type 2,"event_type 34, event_type 35","feature 312, feature 307, feature 227, feature 232",resource_type 2,"Incident 1101 à location 465. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 307, feature 227, feature 232], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
9028,location 1042,2,severity_type 2,event_type 15,"feature 203, feature 82",resource_type 8,"Incident 9028 à location 1042. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 203, feature 82], Événements [event_type 15], Ressource [resource_type 8]."
6224,location 1061,0,severity_type 2,event_type 15,feature 82,resource_type 8,"Incident 6224 à location 1061. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 82], Événements [event_type 15], Ressource [resource_type 8]."
4762,location 536,1,severity_type 1,"event_type 11, event_type 20, event_type 54","feature 134, feature 51, feature 219, feature 167","resource_type 8, resource_type 2","Incident 4762 à location 536. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 134, feature 51, feature 219, feature 167], Événements [event_type 11, event_type 20, event_type 54], Ressource [resource_type 8, resource_type 2]."
623,location 1100,0,severity_type 2,event_type 15,feature 82,resource_type 8,"Incident 623 à location 1100. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 82], Événements [event_type 15], Ressource [resource_type 8]."
11462,location 400,1,severity_type 1,"event_type 20, event_type 35","feature 134, feature 219, feature 301",resource_type 2,"Incident 11462 à location 400. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 134, feature 219, feature 301], Événements [event_type 20, event_type 35], Ressource [resource_type 2]."
3729,location 208,1,severity_type 1,"event_type 35, event_type 21","feature 220, feature 312, feature 307, feature 301, feature 135",resource_type 2,"Incident 3729 à location 208. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 220, feature 312, feature 307, feature 301, feature 135], Événements [event_type 35, event_type 21], Ressource [resource_type 2]."
6668,location 895,1,severity_type 1,"event_type 42, event_type 44, event_type 43","feature 283, feature 376, feature 290, feature 291, feature 375, feature 368",resource_type 2,"Incident 6668 à location 895. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 283, feature 376, feature 290, feature 291, feature 375, feature 368], Événements [event_type 42, event_type 44, event_type 43], Ressource [resource_type 2]."
16630,location 147,0,severity_type 2,"event_type 35, event_type 34","feature 221, feature 301",resource_type 2,"Incident 16630 à location 147. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 221, feature 301], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
4146,location 1026,0,severity_type 1,"event_type 13, event_type 11","feature 345, feature 54","resource_type 8, resource_type 6","Incident 4146 à location 1026. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 345, feature 54], Événements [event_type 13, event_type 11], Ressource [resource_type 8, resource_type 6]."
888,location 85,1,severity_type 4,event_type 10,"feature 153, feature 39",resource_type 3,"Incident 888 à location 85. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 153, feature 39], Événements [event_type 10], Ressource [resource_type 3]."
5798,location 604,1,severity_type 1,event_type 11,feature 170,resource_type 8,"Incident 5798 à location 604. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 170], Événements [event_type 11], Ressource [resource_type 8]."
3886,location 1087,1,severity_type 1,event_type 11,"feature 80, feature 201",resource_type 8,"Incident 3886 à location 1087. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 80, feature 201], Événements [event_type 11], Ressource [resource_type 8]."
1102,location 600,2,severity_type 2,event_type 15,"feature 203, feature 82",resource_type 8,"Incident 1102 à location 600. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 203, feature 82], Événements [event_type 15], Ressource [resource_type 8]."
11818,location 845,2,severity_type 2,event_type 15,"feature 203, feature 82",resource_type 8,"Incident 11818 à location 845. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 203, feature 82], Événements [event_type 15], Ressource [resource_type 8]."
13241,location 814,0,severity_type 2,event_type 11,"feature 191, feature 70",resource_type 8,"Incident 13241 à location 814. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 191, feature 70], Événements [event_type 11], Ressource [resource_type 8]."
3626,location 798,2,severity_type 2,event_type 15,"feature 82, feature 203",resource_type 8,"Incident 3626 à location 798. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 82, feature 203], Événements [event_type 15], Ressource [resource_type 8]."
6423,location 151,0,severity_type 4,event_type 35,feature 301,resource_type 2,"Incident 6423 à location 151. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 301], Événements [event_type 35], Ressource [resource_type 2]."
10331,location 899,2,severity_type 1,"event_type 44, event_type 43, event_type 42","feature 368, feature 291, feature 375, feature 283, feature 290, feature 376",resource_type 2,"Incident 10331 à location 899. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 368, feature 291, feature 375, feature 283, feature 290, feature 376], Événements [event_type 44, event_type 43, event_type 42], Ressource [resource_type 2]."
14531,location 161,0,severity_type 2,"event_type 35, event_type 34","feature 227, feature 312, feature 233, feature 313, feature 307, feature 232",resource_type 2,"Incident 14531 à location 161. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 227, feature 312, feature 233, feature 313, feature 307, feature 232], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
13197,location 124,0,severity_type 2,"event_type 34, event_type 35","feature 312, feature 313, feature 233, feature 315, feature 235, feature 232",resource_type 2,"Incident 13197 à location 124. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 313, feature 233, feature 315, feature 235, feature 232], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
